# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Rv1289	Rv1289	Rv1289	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1290c	Rv1290c	Rv1290c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1312	Rv1312	Rv1312	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1313c	Rv1313c	Rv1313c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv1314c	Rv1314c	Rv1314c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv1318c	Rv1318c	Rv1318c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1351	Rv1351	Rv1351	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1352	Rv1352	Rv1352	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1353c	Rv1353c	Rv1353c	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Rv1354c	Rv1354c	Rv1354c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv1356c	Rv1356c	Rv1356c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv1357c	Rv1357c	Rv1357c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv1358	Rv1358	Rv1358	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv1359	Rv1359	Rv1359	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv1360	Rv1360	Rv1360	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0
Rv1362c	Rv1362c	Rv1362c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1363c	Rv1363c	Rv1363c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1364c	Rv1364c	Rv1364c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1366	Rv1366	Rv1366	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1410c	Rv1410c	Rv1410c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1413	Rv1413	Rv1413	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1414	Rv1414	Rv1414	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1417	Rv1417	Rv1417	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1419	Rv1419	Rv1419	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv1421	Rv1421	Rv1421	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv1422	Rv1422	Rv1422	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv1424c	Rv1424c	Rv1424c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv1425	Rv1425	Rv1425	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
Rv1428c	Rv1428c	Rv1428c	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv1429	Rv1429	Rv1429	protein_coding	0	0	1	2	0	0	0	1	0	1	0	0	0	0	1
Rv1431	Rv1431	Rv1431	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
Rv1432	Rv1432	Rv1432	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv1433	Rv1433	Rv1433	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1434	Rv1434	Rv1434	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1435c	Rv1435c	Rv1435c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1443c	Rv1443c	Rv1443c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1444c	Rv1444c	Rv1444c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1453	Rv1453	Rv1453	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7
Rv1455	Rv1455	Rv1455	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7
Rv1456c	Rv1456c	Rv1456c	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
Rv1459c	Rv1459c	Rv1459c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1460	Rv1460	Rv1460	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1461	Rv1461	Rv1461	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1462	Rv1462	Rv1462	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv1463	Rv1463	Rv1463	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1465	Rv1465	Rv1465	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1466	Rv1466	Rv1466	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1488	Rv1488	Rv1488	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1489	Rv1489	Rv1489	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1489A	Rv1489A	Rv1489A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1490	Rv1490	Rv1490	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1491c	Rv1491c	Rv1491c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1496	Rv1496	Rv1496	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1515c	Rv1515c	Rv1515c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1516c	Rv1516c	Rv1516c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1517	Rv1517	Rv1517	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1518	Rv1518	Rv1518	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1519	Rv1519	Rv1519	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1520	Rv1520	Rv1520	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Rv1532c	Rv1532c	Rv1532c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1533	Rv1533	Rv1533	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1534	Rv1534	Rv1534	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1535	Rv1535	Rv1535	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1540	Rv1540	Rv1540	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv1543	Rv1543	Rv1543	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1544	Rv1544	Rv1544	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1545	Rv1545	Rv1545	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1546	Rv1546	Rv1546	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0
Rv1556	Rv1556	Rv1556	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1558	Rv1558	Rv1558	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1565c	Rv1565c	Rv1565c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1566c	Rv1566c	Rv1566c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1567c	Rv1567c	Rv1567c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1571	Rv1571	Rv1571	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1572c	Rv1572c	Rv1572c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1573	Rv1573	Rv1573	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
Rv1574	Rv1574	Rv1574	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
Rv1575	Rv1575	Rv1575	protein_coding	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0
Rv1576c	Rv1576c	Rv1576c	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv1577c	Rv1577c	Rv1577c	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv1578c	Rv1578c	Rv1578c	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv1579c	Rv1579c	Rv1579c	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv1580c	Rv1580c	Rv1580c	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv1581c	Rv1581c	Rv1581c	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv1582c	Rv1582c	Rv1582c	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
Rv1583c	Rv1583c	Rv1583c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1584c	Rv1584c	Rv1584c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1585c	Rv1585c	Rv1585c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1586c	Rv1586c	Rv1586c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1587c	Rv1587c	Rv1587c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1588c	Rv1588c	Rv1588c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1634	Rv1634	Rv1634	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1635c	Rv1635c	Rv1635c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1637c	Rv1637c	Rv1637c	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
Rv1638A	Rv1638A	Rv1638A	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv1639c	Rv1639c	Rv1639c	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
Rv1667c	Rv1667c	Rv1667c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv1668c	Rv1668c	Rv1668c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1669	Rv1669	Rv1669	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1670	Rv1670	Rv1670	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1671	Rv1671	Rv1671	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1672c	Rv1672c	Rv1672c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1673c	Rv1673c	Rv1673c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1744c	Rv1744c	Rv1744c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1747	Rv1747	Rv1747	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv1748	Rv1748	Rv1748	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv1749c	Rv1749c	Rv1749c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv1751	Rv1751	Rv1751	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv1752	Rv1752	Rv1752	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1754c	Rv1754c	Rv1754c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1756c	Rv1756c	Rv1756c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1757c	Rv1757c	Rv1757c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1769	Rv1769	Rv1769	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1770	Rv1770	Rv1770	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1771	Rv1771	Rv1771	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv1772	Rv1772	Rv1772	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1773c	Rv1773c	Rv1773c	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv1774	Rv1774	Rv1774	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv1775	Rv1775	Rv1775	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv1776c	Rv1776c	Rv1776c	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv1778c	Rv1778c	Rv1778c	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
Rv1779c	Rv1779c	Rv1779c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1780	Rv1780	Rv1780	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv1804c	Rv1804c	Rv1804c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv1805c	Rv1805c	Rv1805c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv1810	Rv1810	Rv1810	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv1812c	Rv1812c	Rv1812c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv1813c	Rv1813c	Rv1813c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv1815	Rv1815	Rv1815	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv1816	Rv1816	Rv1816	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1817	Rv1817	Rv1817	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv1823	Rv1823	Rv1823	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1824	Rv1824	Rv1824	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1828	Rv1828	Rv1828	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1829	Rv1829	Rv1829	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1830	Rv1830	Rv1830	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1831	Rv1831	Rv1831	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1833c	Rv1833c	Rv1833c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1835c	Rv1835c	Rv1835c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1847	Rv1847	Rv1847	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
Rv1855c	Rv1855c	Rv1855c	protein_coding	0	0	1	4	0	0	0	4	0	1	0	0	0	0	0
Rv1856c	Rv1856c	Rv1856c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1879	Rv1879	Rv1879	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1882c	Rv1882c	Rv1882c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1883c	Rv1883c	Rv1883c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1885c	Rv1885c	Rv1885c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1887	Rv1887	Rv1887	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1888A	Rv1888A	Rv1888A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1888c	Rv1888c	Rv1888c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1889c	Rv1889c	Rv1889c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1890c	Rv1890c	Rv1890c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1891	Rv1891	Rv1891	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1892	Rv1892	Rv1892	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1903	Rv1903	Rv1903	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1904	Rv1904	Rv1904	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1906c	Rv1906c	Rv1906c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1907c	Rv1907c	Rv1907c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv1910c	Rv1910c	Rv1910c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1928c	Rv1928c	Rv1928c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1929c	Rv1929c	Rv1929c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1930c	Rv1930c	Rv1930c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1931c	Rv1931c	Rv1931c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1936	Rv1936	Rv1936	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv1937	Rv1937	Rv1937	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv1939	Rv1939	Rv1939	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv1941	Rv1941	Rv1941	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1944c	Rv1944c	Rv1944c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1945	Rv1945	Rv1945	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1957	Rv1957	Rv1957	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1958c	Rv1958c	Rv1958c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv1961	Rv1961	Rv1961	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv1995	Rv1995	Rv1995	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1996	Rv1996	Rv1996	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1998c	Rv1998c	Rv1998c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv1999c	Rv1999c	Rv1999c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2000	Rv2000	Rv2000	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2001	Rv2001	Rv2001	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2003c	Rv2003c	Rv2003c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2004c	Rv2004c	Rv2004c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2005c	Rv2005c	Rv2005c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2008c	Rv2008c	Rv2008c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2014	Rv2014	Rv2014	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2015c	Rv2015c	Rv2015c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2016	Rv2016	Rv2016	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2017	Rv2017	Rv2017	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2018	Rv2018	Rv2018	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2019	Rv2019	Rv2019	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
Rv2020c	Rv2020c	Rv2020c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2021c	Rv2021c	Rv2021c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2022c	Rv2022c	Rv2022c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2023A	Rv2023A	Rv2023A	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2023c	Rv2023c	Rv2023c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2024c	Rv2024c	Rv2024c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2025c	Rv2025c	Rv2025c	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
Rv2026c	Rv2026c	Rv2026c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2028c	Rv2028c	Rv2028c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2030c	Rv2030c	Rv2030c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2033c	Rv2033c	Rv2033c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2034	Rv2034	Rv2034	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2035	Rv2035	Rv2035	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2036	Rv2036	Rv2036	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2037c	Rv2037c	Rv2037c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv2038c	Rv2038c	Rv2038c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2039c	Rv2039c	Rv2039c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2040c	Rv2040c	Rv2040c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2041c	Rv2041c	Rv2041c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2049c	Rv2049c	Rv2049c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2050	Rv2050	Rv2050	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2059	Rv2059	Rv2059	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2060	Rv2060	Rv2060	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2061c	Rv2061c	Rv2061c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2067c	Rv2067c	Rv2067c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2079	Rv2079	Rv2079	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2081c	Rv2081c	Rv2081c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2082	Rv2082	Rv2082	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2083	Rv2083	Rv2083	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2084	Rv2084	Rv2084	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv2085	Rv2085	Rv2085	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2086	Rv2086	Rv2086	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2087	Rv2087	Rv2087	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2113	Rv2113	Rv2113	protein_coding	0	0	1	2	0	0	0	1	0	1	0	0	0	0	1
Rv2114	Rv2114	Rv2114	protein_coding	0	0	1	3	0	0	0	1	0	1	0	0	0	0	2
Rv2117	Rv2117	Rv2117	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	3
Rv2118c	Rv2118c	Rv2118c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv2119	Rv2119	Rv2119	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2120c	Rv2120c	Rv2120c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv2125	Rv2125	Rv2125	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2128	Rv2128	Rv2128	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2129c	Rv2129c	Rv2129c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2132	Rv2132	Rv2132	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2133c	Rv2133c	Rv2133c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2134c	Rv2134c	Rv2134c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2135c	Rv2135c	Rv2135c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2136c	Rv2136c	Rv2136c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2137c	Rv2137c	Rv2137c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2141c	Rv2141c	Rv2141c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2143	Rv2143	Rv2143	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2144c	Rv2144c	Rv2144c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2146c	Rv2146c	Rv2146c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2147c	Rv2147c	Rv2147c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2148c	Rv2148c	Rv2148c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2189c	Rv2189c	Rv2189c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2190c	Rv2190c	Rv2190c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2191	Rv2191	Rv2191	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
Rv2197c	Rv2197c	Rv2197c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2199c	Rv2199c	Rv2199c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2205c	Rv2205c	Rv2205c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
