name	taxonomy_id	taxonomy_lvl	CD_7_long.bracken_G.txt_num	CD_7_long.bracken_G.txt_frac	CD_7_short.bracken_G.txt_num	CD_7_short.bracken_G.txt_frac	TD_31_long.bracken_G.txt_num	TD_31_long.bracken_G.txt_frac	TD_31_short.bracken_G.txt_num	TD_31_short.bracken_G.txt_frac	TD_92_long.bracken_G.txt_num	TD_92_long.bracken_G.txt_frac	TD_92_short.bracken_G.txt_num	TD_92_short.bracken_G.txt_frac
Halogeometricum	60846	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001
Natranaeroarchaeum	2917705	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001
Methanotorris	196119	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	127	0.00006
Sulfurisphaera	69655	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001
Caldivirga	76886	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001
Thermogladius	477695	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001
Caldisphaera	200414	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	49	0.00002
Thermoplasma	2302	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	42	0.00002
Jahgtovirus	2948767	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00002
Gaprivervirus	1913654	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Uetakevirus	542960	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	266	0.00012
Elveevirus	2948695	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	84	0.00004
Peduovirus	140410	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	56	0.00003
Wadgaonvirus	2948951	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00002
Felsduovirus	2732980	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Lederbergvirus	186794	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	218	0.00010
Pankowvirus	2843432	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	191	0.00009
Marienburgvirus	2843420	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	86	0.00004
Lubbockvirus	1912144	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00002
Bievrevirus	2843360	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	63	0.00003
Alegriavirus	2843345	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00002
Phrappuccinovirus	2948865	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001
Seoulvirus	1980929	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001
Nonagvirus	1921117	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001
Saikungvirus	2843015	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00001
Chivirus	1623283	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001
Myrnavirus	2948833	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001
Tequintavirus	187218	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Colneyvirus	2843367	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	102	0.00005
Takahashivirus	2843463	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Parlovirus	2843433	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Wifcevirus	2733141	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001
Dismasvirus	2560122	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Moumouvirus	3080801	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001
Mimivirus	315393	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001
Sciuripoxvirus	2733300	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001
Coltivirus	10911	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00002
Lentinuvirus	2733259	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001
