name	taxonomy_id	taxonomy_lvl	CD_7_long.bracken_S.txt_num	CD_7_long.bracken_S.txt_frac	CD_7_short.bracken_S.txt_num	CD_7_short.bracken_S.txt_frac	TD_31_long.bracken_S.txt_num	TD_31_long.bracken_S.txt_frac	TD_31_short.bracken_S.txt_num	TD_31_short.bracken_S.txt_frac	TD_92_long.bracken_S.txt_num	TD_92_long.bracken_S.txt_frac	TD_92_short.bracken_S.txt_num	TD_92_short.bracken_S.txt_frac
Bacteroides xylanisolvens	371601	S	0	0.00000	566	0.00051	0	0.00000	1116	0.00056	0	0.00000	0	0.00000
Bacteroides caccae	47678	S	0	0.00000	159	0.00014	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteroides cellulosilyticus	246787	S	0	0.00000	786	0.00071	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteroides salyersiae	291644	S	0	0.00000	16	0.00001	0	0.00000	152	0.00008	0	0.00000	53	0.00002
Phocaeicola sartorii	671267	S	0	0.00000	86	0.00008	0	0.00000	894	0.00045	0	0.00000	0	0.00000
Phocaeicola dorei	357276	S	0	0.00000	339	0.00031	0	0.00000	3083	0.00154	0	0.00000	0	0.00000
Segatella hominis	2518605	S	0	0.00000	2643	0.00240	50	0.00169	2656	0.00133	102	0.00135	1013	0.00046
Prevotella sp. oral taxon 299	652716	S	0	0.00000	989	0.00090	0	0.00000	3592	0.00179	0	0.00000	1749	0.00080
Prevotella nigrescens	28133	S	0	0.00000	235	0.00021	0	0.00000	2492	0.00124	0	0.00000	850	0.00039
Butyricimonas faecalis	2093856	S	0	0.00000	1082	0.00098	0	0.00000	4558	0.00228	0	0.00000	1004	0.00046
Muribaculum gordoncarteri	2530390	S	0	0.00000	175	0.00016	0	0.00000	572	0.00029	0	0.00000	151	0.00007
Alistipes indistinctus	626932	S	0	0.00000	96	0.00009	0	0.00000	85	0.00004	0	0.00000	11	0.00001
Porphyromonas gingivalis	837	S	0	0.00000	40	0.00004	0	0.00000	257	0.00013	0	0.00000	33	0.00002
Chryseobacterium panacisoli	1807141	S	0	0.00000	523	0.00047	0	0.00000	190	0.00009	0	0.00000	192	0.00009
Chryseobacterium sp. ERMR1:04	1705393	S	0	0.00000	26	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Riemerella anatipestifer	34085	S	0	0.00000	5557	0.00504	0	0.00000	142	0.00007	0	0.00000	4010	0.00183
Elizabethkingia miricola	172045	S	0	0.00000	10	0.00001	0	0.00000	33	0.00002	0	0.00000	24	0.00001
Christiangramia oceanisediminis	2920386	S	0	0.00000	180	0.00016	0	0.00000	393	0.00020	0	0.00000	236	0.00011
Flavobacterium limnophilum	3003262	S	0	0.00000	20	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Persicobacter psychrovividus	387638	S	0	0.00000	155	0.00014	0	0.00000	613	0.00031	0	0.00000	179	0.00008
Aureibacter tunicatorum	866807	S	0	0.00000	55	0.00005	0	0.00000	56	0.00003	0	0.00000	0	0.00000
Fulvitalea axinellae	1182444	S	0	0.00000	15	0.00001	0	0.00000	28	0.00001	0	0.00000	41	0.00002
Hymenobacter monticola	1705399	S	0	0.00000	29	0.00003	0	0.00000	345	0.00017	0	0.00000	43	0.00002
Hymenobacter cellulosilyticus	2932248	S	0	0.00000	18	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hymenobacter sp. DG25B	1385664	S	0	0.00000	52	0.00005	0	0.00000	49	0.00002	0	0.00000	37	0.00002
Rufibacter tibetensis	512763	S	0	0.00000	31	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flammeovirga kamogawensis	373891	S	0	0.00000	110	0.00010	0	0.00000	23	0.00001	0	0.00000	0	0.00000
Chondrinema litorale	2994555	S	0	0.00000	38	0.00003	0	0.00000	315	0.00016	0	0.00000	117	0.00005
Bernardetia sp. Wsw4-3y2	3127471	S	0	0.00000	16	0.00001	0	0.00000	28	0.00001	0	0.00000	82	0.00004
Pedobacter sp. BS3	2567937	S	0	0.00000	35	0.00003	0	0.00000	219	0.00011	0	0.00000	140	0.00006
Gemmatirosa kalamazoonensis	861299	S	0	0.00000	80	0.00007	0	0.00000	15	0.00001	0	0.00000	213	0.00010
Campylobacter hepaticus	1813019	S	0	0.00000	2363	0.00214	0	0.00000	860	0.00043	0	0.00000	60	0.00003
Sulfurovum mangrovi	2893889	S	0	0.00000	37	0.00003	0	0.00000	0	0.00000	0	0.00000	32	0.00001
Fusobacterium vincentii	155615	S	0	0.00000	2580	0.00234	0	0.00000	798	0.00040	0	0.00000	1088	0.00050
Fusobacterium animalis	76859	S	0	0.00000	71	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cetobacterium somerae	188913	S	0	0.00000	207	0.00019	0	0.00000	66	0.00003	0	0.00000	181	0.00008
Ilyobacter polytropus	167642	S	0	0.00000	172	0.00016	0	0.00000	50	0.00002	0	0.00000	179	0.00008
Haliovirga abyssi	2996794	S	0	0.00000	56	0.00005	0	0.00000	0	0.00000	0	0.00000	155	0.00007
Nitratidesulfovibrio vulgaris	881	S	0	0.00000	67	0.00006	0	0.00000	15	0.00001	0	0.00000	10	0.00000
Solidesulfovibrio carbinoliphilus	345370	S	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Geoalkalibacter subterraneus	483547	S	0	0.00000	20	0.00002	0	0.00000	87	0.00004	0	0.00000	84	0.00004
Treponema saccharophilum	165	S	0	0.00000	52	0.00005	0	0.00000	25	0.00001	0	0.00000	20	0.00001
Tautonia plasticadhaerens	2527974	S	0	0.00000	34	0.00003	0	0.00000	0	0.00000	0	0.00000	46	0.00002
Halomicrobium urmianum	1586233	S	0	0.00000	607	0.00055	0	0.00000	101	0.00005	0	0.00000	0	0.00000
Halomarina sp. BND7	2961599	S	0	0.00000	182	0.00017	0	0.00000	56	0.00003	0	0.00000	0	0.00000
Halomarina sp. BCD28	2961595	S	0	0.00000	38	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halorhabdus sp. CBA1104	1380432	S	0	0.00000	93	0.00008	0	0.00000	103	0.00005	0	0.00000	0	0.00000
Halorhabdus utahensis	146826	S	0	0.00000	84	0.00008	0	0.00000	0	0.00000	0	0.00000	271	0.00012
Haloarcula ordinaria	3033390	S	0	0.00000	79	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Haloarcula litorea	3032579	S	0	0.00000	108	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halococcoides cellulosivorans	1679096	S	0	0.00000	90	0.00008	0	0.00000	42	0.00002	0	0.00000	0	0.00000
Haloglomus salinum	2962673	S	0	0.00000	43	0.00004	0	0.00000	29	0.00001	0	0.00000	19	0.00001
Haloglomus litoreum	3034026	S	0	0.00000	20	0.00002	0	0.00000	0	0.00000	0	0.00000	11	0.00001
Halosimplex aquaticum	3026162	S	0	0.00000	638	0.00058	0	0.00000	0	0.00000	0	0.00000	220	0.00010
Natronomonas pharaonis	2257	S	0	0.00000	17	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Natronomonas salina	1710540	S	0	0.00000	17	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Natronomonas gomsonensis	1046043	S	0	0.00000	233	0.00021	0	0.00000	430	0.00021	0	0.00000	117	0.00005
Salinirubellus salinus	1364945	S	0	0.00000	111	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salinibaculum sp. KK48	3058903	S	0	0.00000	45	0.00004	0	0.00000	12	0.00001	0	0.00000	0	0.00000
Salinibaculum sp. SYNS191	3131993	S	0	0.00000	129	0.00012	0	0.00000	63	0.00003	0	0.00000	59	0.00003
Halapricum desulfuricans	2841257	S	0	0.00000	34	0.00003	0	0.00000	68	0.00003	0	0.00000	84	0.00004
Halapricum salinum	1457250	S	0	0.00000	36	0.00003	0	0.00000	35	0.00002	0	0.00000	0	0.00000
Halorientalis litorea	2931977	S	0	0.00000	654	0.00059	0	0.00000	390	0.00019	0	0.00000	0	0.00000
Halorientalis marina	2931976	S	0	0.00000	336	0.00030	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halorarius halobius	2962671	S	0	0.00000	169	0.00015	0	0.00000	0	0.00000	0	0.00000	370	0.00017
Halorarius litoreus	2962676	S	0	0.00000	82	0.00007	0	0.00000	0	0.00000	0	0.00000	37	0.00002
Halomicroarcula sp. SYNS111	3033392	S	0	0.00000	194	0.00018	0	0.00000	150	0.00007	0	0.00000	0	0.00000
Halocatena marina	2934937	S	0	0.00000	15	0.00001	0	0.00000	25	0.00001	0	0.00000	14	0.00001
Halobaculum sp. YSMS11	3031916	S	0	0.00000	82	0.00007	0	0.00000	59	0.00003	0	0.00000	0	0.00000
Halobaculum sp. XH14	3075121	S	0	0.00000	98	0.00009	0	0.00000	0	0.00000	0	0.00000	862	0.00039
Halobaculum sp. DT31	3032001	S	0	0.00000	27	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halobaculum magnesiiphilum	1017351	S	0	0.00000	171	0.00016	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Haloplanus sp. GDY1	2949993	S	0	0.00000	110	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Haloplanus sp. HW8-1	2949995	S	0	0.00000	295	0.00027	0	0.00000	151	0.00008	0	0.00000	0	0.00000
Haloplanus rubicundus	1547898	S	0	0.00000	78	0.00007	0	0.00000	61	0.00003	0	0.00000	0	0.00000
Haloferax mediterranei	2252	S	0	0.00000	134	0.00012	0	0.00000	63	0.00003	0	0.00000	28	0.00001
Haloferax volcanii	2246	S	0	0.00000	111	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Haloferax gibbonsii	35746	S	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halorubrum lacusprofundi	2247	S	0	0.00000	113	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Haloprofundus sp. MHR1	2572921	S	0	0.00000	89	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salinigranum rubrum	755307	S	0	0.00000	52	0.00005	0	0.00000	27	0.00001	0	0.00000	37	0.00002
Salinigranum marinum	1515595	S	0	0.00000	14	0.00001	0	0.00000	0	0.00000	0	0.00000	11	0.00001
Halolamina sp. CBA1230	1853690	S	0	0.00000	175	0.00016	0	0.00000	0	0.00000	0	0.00000	83	0.00004
Halohasta litchfieldiae	1073996	S	0	0.00000	92	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Natrinema longum	370324	S	0	0.00000	86	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Natrinema sp. DC36	2878680	S	0	0.00000	56	0.00005	0	0.00000	0	0.00000	0	0.00000	40	0.00002
Natrinema sp. J7-2	406552	S	0	0.00000	39	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salinilacihabitans rarus	2961596	S	0	0.00000	183	0.00017	0	0.00000	49	0.00002	0	0.00000	105	0.00005
Natronococcus sp. CG52	2951804	S	0	0.00000	35	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Natronococcus sp. AD-5	3068275	S	0	0.00000	26	0.00002	0	0.00000	0	0.00000	0	0.00000	21	0.00001
Natronococcus occultus	29288	S	0	0.00000	38	0.00003	0	0.00000	0	0.00000	0	0.00000	44	0.00002
Halovivax cerinus	1487865	S	0	0.00000	25	0.00002	0	0.00000	0	0.00000	0	0.00000	31	0.00001
Halovivax gelatinilyticus	2961597	S	0	0.00000	17	0.00002	0	0.00000	16	0.00001	0	0.00000	0	0.00000
Haloterrigena sp. KLK7	3132747	S	0	0.00000	30	0.00003	0	0.00000	51	0.00003	0	0.00000	0	0.00000
Haloterrigena turkmenica	62320	S	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Natrarchaeobaculum sulfurireducens	2044521	S	0	0.00000	39	0.00004	0	0.00000	0	0.00000	0	0.00000	274	0.00013
Natronorubrum bangense	61858	S	0	0.00000	40	0.00004	0	0.00000	0	0.00000	0	0.00000	54	0.00002
Natronobeatus ordinarius	2963433	S	0	0.00000	47	0.00004	0	0.00000	38	0.00002	0	0.00000	0	0.00000
Natribaculum luteum	1586232	S	0	0.00000	41	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halobiforma lacisalsi	229731	S	0	0.00000	41	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Natrononativus amylolyticus	2963434	S	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Natrialba magadii	13769	S	0	0.00000	17	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halorussus halophilus	2650975	S	0	0.00000	72	0.00007	0	0.00000	58	0.00003	0	0.00000	0	0.00000
Halorussus vallis	2953749	S	0	0.00000	410	0.00037	0	0.00000	0	0.00000	0	0.00000	1709	0.00078
Halorussus caseinilyticus	3034025	S	0	0.00000	32	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halorussus limi	2938695	S	0	0.00000	241	0.00022	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halorussus salilacus	2953750	S	0	0.00000	1140	0.00103	0	0.00000	0	0.00000	0	0.00000	764	0.00035
Haladaptatus sp. DJG-WS-42	3120516	S	0	0.00000	61	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Haladaptatus caseinilyticus	2993314	S	0	0.00000	23	0.00002	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Halomicrococcus gelatinilyticus	1702103	S	0	0.00000	56	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halococcus dombrowskii	179637	S	0	0.00000	175	0.00016	0	0.00000	0	0.00000	0	0.00000	17	0.00001
Halalkalicoccus jeotgali	413810	S	0	0.00000	100	0.00009	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halalkalicoccus sp. FCH27	3117459	S	0	0.00000	18	0.00002	0	0.00000	30	0.00001	0	0.00000	16	0.00001
Halobacterium litoreum	2039234	S	0	0.00000	40	0.00004	0	0.00000	34	0.00002	0	0.00000	0	0.00000
Halobacterium hubeiense	1407499	S	0	0.00000	264	0.00024	0	0.00000	0	0.00000	0	0.00000	97	0.00004
Halobacterium zhouii	2902624	S	0	0.00000	330	0.00030	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halodesulfurarchaeum formicicum	1873524	S	0	0.00000	36	0.00003	0	0.00000	29	0.00001	0	0.00000	0	0.00000
Halospeciosus flavus	3032283	S	0	0.00000	278	0.00025	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salarchaeum sp. JOR-1	2599399	S	0	0.00000	39	0.00004	0	0.00000	0	0.00000	0	0.00000	23	0.00001
Salinarchaeum laminariae	869888	S	0	0.00000	21	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanolobus sediminis	3072978	S	0	0.00000	258	0.00023	0	0.00000	72	0.00004	0	0.00000	310	0.00014
Methanolobus zinderi	536044	S	0	0.00000	235	0.00021	0	0.00000	72	0.00004	0	0.00000	233	0.00011
uncultured Methanolobus sp.	218300	S	0	0.00000	168	0.00015	0	0.00000	185	0.00009	0	0.00000	147	0.00007
Methanolobus sp. WCC4	3125784	S	0	0.00000	92	0.00008	0	0.00000	76	0.00004	0	0.00000	188	0.00009
Methanolobus sp. ZRKC5	3136295	S	0	0.00000	27	0.00002	0	0.00000	140	0.00007	0	0.00000	27	0.00001
Methanolobus mangrovi	3072977	S	0	0.00000	60	0.00005	0	0.00000	75	0.00004	0	0.00000	0	0.00000
Methanosarcina sp. MTP4	1434100	S	0	0.00000	81	0.00007	0	0.00000	23	0.00001	0	0.00000	33	0.00002
Methanosarcina sp. Kolksee	1434099	S	0	0.00000	254	0.00023	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanosarcina barkeri	2208	S	0	0.00000	51	0.00005	0	0.00000	67	0.00003	0	0.00000	41	0.00002
Methanosarcina thermophila	2210	S	0	0.00000	64	0.00006	0	0.00000	153	0.00008	0	0.00000	182	0.00008
Methanosarcina mazei	2209	S	0	0.00000	50	0.00005	0	0.00000	121	0.00006	0	0.00000	44	0.00002
Methanosarcina lacustris	170861	S	0	0.00000	34	0.00003	0	0.00000	0	0.00000	0	0.00000	28	0.00001
Methanosarcina horonobensis	418008	S	0	0.00000	15	0.00001	0	0.00000	0	0.00000	0	0.00000	42	0.00002
Methanosarcina siciliae	38027	S	0	0.00000	17	0.00002	0	0.00000	0	0.00000	0	0.00000	13	0.00001
Methanohalophilus mahii	2176	S	0	0.00000	875	0.00079	0	0.00000	0	0.00000	0	0.00000	282	0.00013
Methanohalobium evestigatum	2322	S	0	0.00000	223	0.00020	0	0.00000	28	0.00001	0	0.00000	139	0.00006
Methanococcoides methylutens	2226	S	0	0.00000	183	0.00017	0	0.00000	70	0.00003	0	0.00000	110	0.00005
Methanococcoides orientis	2822137	S	0	0.00000	62	0.00006	0	0.00000	40	0.00002	0	0.00000	168	0.00008
Methanococcoides burtonii	29291	S	0	0.00000	39	0.00004	0	0.00000	22	0.00001	0	0.00000	26	0.00001
Methanimicrococcus stummii	3028294	S	0	0.00000	255	0.00023	0	0.00000	280	0.00014	0	0.00000	119	0.00005
Methanimicrococcus hongohii	3028295	S	0	0.00000	166	0.00015	0	0.00000	82	0.00004	0	0.00000	19	0.00001
Methanosalsum zhilinae	39669	S	0	0.00000	139	0.00013	0	0.00000	0	0.00000	0	0.00000	161	0.00007
Methanomethylovorans hollandica	101192	S	0	0.00000	37	0.00003	0	0.00000	50	0.00002	0	0.00000	0	0.00000
uncultured Methanomethylovorans sp.	183759	S	0	0.00000	28	0.00003	0	0.00000	62	0.00003	0	0.00000	113	0.00005
Methanolapillus millepedarum	3028296	S	0	0.00000	169	0.00015	0	0.00000	0	0.00000	0	0.00000	256	0.00012
Methanoplanus sp. FWC-SCC4	2609417	S	0	0.00000	411	0.00037	0	0.00000	219	0.00011	0	0.00000	154	0.00007
Methanoplanus limicola	2315	S	0	0.00000	140	0.00013	0	0.00000	32	0.00002	0	0.00000	40	0.00002
Methanoplanus endosymbiosus	33865	S	0	0.00000	27	0.00002	0	0.00000	78	0.00004	0	0.00000	34	0.00002
Methanofollis formosanus	299308	S	0	0.00000	79	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanofollis aquaemaris	126734	S	0	0.00000	37	0.00003	0	0.00000	22	0.00001	0	0.00000	38	0.00002
Methanofollis liminatans	2201	S	0	0.00000	43	0.00004	0	0.00000	33	0.00002	0	0.00000	59	0.00003
Methanolacinia petrolearia	54120	S	0	0.00000	184	0.00017	0	0.00000	80	0.00004	0	0.00000	16	0.00001
Methanoculleus bourgensis	83986	S	0	0.00000	37	0.00003	0	0.00000	17	0.00001	0	0.00000	21	0.00001
Methanoculleus chikugoensis	118126	S	0	0.00000	76	0.00007	0	0.00000	36	0.00002	0	0.00000	36	0.00002
Methanomicrobium antiquum	487686	S	0	0.00000	153	0.00014	0	0.00000	325	0.00016	0	0.00000	93	0.00004
Methanogenium sp. S4BF	1789226	S	0	0.00000	47	0.00004	0	0.00000	46	0.00002	0	0.00000	599	0.00027
Methanocorpusculum labreanum	83984	S	0	0.00000	237	0.00021	0	0.00000	79	0.00004	0	0.00000	51	0.00002
uncultured Methanocorpusculum sp.	176309	S	0	0.00000	43	0.00004	0	0.00000	70	0.00003	0	0.00000	51	0.00002
uncultured Methanoregula sp.	1005933	S	0	0.00000	174	0.00016	0	0.00000	103	0.00005	0	0.00000	60	0.00003
Methanoregula formicica	882104	S	0	0.00000	58	0.00005	0	0.00000	78	0.00004	0	0.00000	153	0.00007
Methanoregula boonei	358766	S	0	0.00000	19	0.00002	0	0.00000	21	0.00001	0	0.00000	0	0.00000
Methanospirillum hungatei	2203	S	0	0.00000	96	0.00009	0	0.00000	41	0.00002	0	0.00000	125	0.00006
uncultured Methanospirillum sp.	262503	S	0	0.00000	44	0.00004	0	0.00000	90	0.00004	0	0.00000	32	0.00001
Methanocella paludicola	570267	S	0	0.00000	99	0.00009	0	0.00000	63	0.00003	0	0.00000	18	0.00001
Methanocella arvoryzae	1175445	S	0	0.00000	23	0.00002	0	0.00000	15	0.00001	0	0.00000	381	0.00017
Methanothrix harundinacea	301375	S	0	0.00000	50	0.00005	0	0.00000	105	0.00005	0	0.00000	18	0.00001
Methanobrevibacter smithii	2173	S	0	0.00000	1216	0.00110	0	0.00000	94	0.00005	0	0.00000	72	0.00003
Methanobrevibacter olleyae	294671	S	0	0.00000	567	0.00051	0	0.00000	92	0.00005	0	0.00000	115	0.00005
Methanobrevibacter sp. YE315	1609968	S	0	0.00000	122	0.00011	0	0.00000	45	0.00002	0	0.00000	192	0.00009
Methanobrevibacter sp. AbM4	224719	S	0	0.00000	65	0.00006	0	0.00000	41	0.00002	0	0.00000	48	0.00002
Methanobrevibacter sp. TLL-48-HuF1	2870563	S	0	0.00000	57	0.00005	0	0.00000	0	0.00000	0	0.00000	51	0.00002
Methanobrevibacter ruminantium	83816	S	0	0.00000	275	0.00025	0	0.00000	129	0.00006	0	0.00000	569	0.00026
Methanobrevibacter arboriphilus	39441	S	0	0.00000	329	0.00030	0	0.00000	99	0.00005	0	0.00000	591	0.00027
Methanobrevibacter millerae	230361	S	0	0.00000	39	0.00004	0	0.00000	51	0.00003	0	0.00000	76	0.00003
Methanosphaera stadtmanae	2317	S	0	0.00000	1129	0.00102	0	0.00000	58	0.00003	0	0.00000	54	0.00002
Methanosphaera sp. ISO3-F5	1452353	S	0	0.00000	22	0.00002	0	0.00000	41	0.00002	0	0.00000	43	0.00002
Methanosphaera sp. BMS	1789762	S	0	0.00000	38	0.00003	0	0.00000	0	0.00000	0	0.00000	26	0.00001
Methanobacterium alkalithermotolerans	2731220	S	0	0.00000	51	0.00005	0	0.00000	22	0.00001	0	0.00000	30	0.00001
Methanobacterium petrolearium	710190	S	0	0.00000	302	0.00027	0	0.00000	107	0.00005	0	0.00000	0	0.00000
uncultured Methanobacterium sp.	176306	S	0	0.00000	67	0.00006	0	0.00000	70	0.00003	0	0.00000	60	0.00003
Methanobacterium paludis	868131	S	0	0.00000	31	0.00003	0	0.00000	12	0.00001	0	0.00000	0	0.00000
Methanobacterium lacus	877455	S	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanothermobacter thermautotrophicus	145262	S	0	0.00000	26	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanococcus maripaludis	39152	S	0	0.00000	250	0.00023	0	0.00000	476	0.00024	0	0.00000	277	0.00013
Methanococcus vannielii	2187	S	0	0.00000	175	0.00016	0	0.00000	40	0.00002	0	0.00000	54	0.00002
Methanococcus aeolicus	42879	S	0	0.00000	52	0.00005	0	0.00000	54	0.00003	0	0.00000	22	0.00001
Methanothermococcus okinawensis	155863	S	0	0.00000	435	0.00039	0	0.00000	65	0.00003	0	0.00000	105	0.00005
Methanothermococcus thermolithotrophicus	2186	S	0	0.00000	25	0.00002	0	0.00000	31	0.00002	0	0.00000	104	0.00005
Methanocaldococcus lauensis	2546128	S	0	0.00000	51	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanocaldococcus bathoardescens	1301915	S	0	0.00000	50	0.00005	0	0.00000	0	0.00000	0	0.00000	67	0.00003
Methanopyrus sp. SNP6	1937005	S	0	0.00000	47	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanopyrus kandleri	2320	S	0	0.00000	37	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermococcus chitonophagus	54262	S	0	0.00000	69	0.00006	0	0.00000	61	0.00003	0	0.00000	50	0.00002
Thermococcus henrietii	2016361	S	0	0.00000	284	0.00026	0	0.00000	47	0.00002	0	0.00000	0	0.00000
Thermococcus gammatolerans	187878	S	0	0.00000	53	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermococcus profundus	49899	S	0	0.00000	15	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermococcus camini	2016373	S	0	0.00000	43	0.00004	0	0.00000	440	0.00022	0	0.00000	80	0.00004
Archaeoglobus fulgidus	2234	S	0	0.00000	14	0.00001	0	0.00000	23	0.00001	0	0.00000	0	0.00000
Archaeoglobus sulfaticallidus	1316941	S	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	14	0.00001
Geoglobus acetivorans	565033	S	0	0.00000	21	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acidilobus sp. 7A	1577685	S	0	0.00000	356	0.00032	0	0.00000	116	0.00006	0	0.00000	0	0.00000
Acidianus brierleyi	41673	S	0	0.00000	14	0.00001	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Sulfolobus islandicus	43080	S	0	0.00000	23	0.00002	0	0.00000	18	0.00001	0	0.00000	27	0.00001
Saccharolobus shibatae	2286	S	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hyperthermus butylicus	54248	S	0	0.00000	96	0.00009	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pyrobaculum calidifontis	181486	S	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pyrobaculum neutrophilum	70771	S	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Infirmifilum sp. NZ	2926850	S	0	0.00000	20	0.00002	0	0.00000	0	0.00000	0	0.00000	11	0.00001
Nitrosopumilus adriaticus	1580092	S	0	0.00000	46	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Nitrosomarinus catalina	1898749	S	0	0.00000	30	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Nitrosotenuis aquarius	1846278	S	0	0.00000	22	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Conexivisphaera calida	1874277	S	0	0.00000	14	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanomethylophilus alvi	1291540	S	0	0.00000	254	0.00023	0	0.00000	81	0.00004	0	0.00000	19	0.00001
Candidatus Methanomassiliicoccus intestinalis	1406512	S	0	0.00000	53	0.00005	0	0.00000	18	0.00001	0	0.00000	43	0.00002
Picrophilus oshimae	46632	S	0	0.00000	88	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aciduliprofundum sp. MAR08-339	673860	S	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cohcovirus hiberniae	2955711	S	0	0.00000	662	0.00060	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cohcovirus splanchnicus	2955712	S	0	0.00000	112	0.00010	0	0.00000	75	0.00004	0	0.00000	0	0.00000
Buchavirus faecalis	2955550	S	0	0.00000	24	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Buchavirus hiberniae	2955551	S	0	0.00000	17	0.00002	0	0.00000	0	0.00000	0	0.00000	257	0.00012
Afonbuvirus coli	2955232	S	0	0.00000	32	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Besingivirus coli	2955429	S	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Carjivirus communis	2955582	S	0	0.00000	488	0.00044	11	0.00037	200	0.00010	16	0.00021	0	0.00000
Carjivirus hominis	2955583	S	0	0.00000	94	0.00009	0	0.00000	54	0.00003	0	0.00000	0	0.00000
Endlipuvirus intestinihominis	2955861	S	0	0.00000	30	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lagaffevirus lagaffe	2734112	S	0	0.00000	1148	0.00104	0	0.00000	0	0.00000	0	0.00000	0	0.00000
